TIME,BIKE_USAGE
2019-03-05,3244.4333333333334
2019-03-06,3317.7499999999995
2019-03-07,3311.583333333333
2019-03-08,2056.0
2019-03-09,1882.25
2019-03-10,1624.25
2019-03-11,3252.969696969697
2019-03-12,3220.75
2019-03-13,3239.5
2019-03-14,3095.4166666666665
2019-03-15,3143.4772727272725
2019-03-16,1509.3333333333333
2019-03-17,1368.25
2019-03-18,1649.9166666666663
2019-03-19,3191.6666666666665
2019-03-20,3443.1666666666665
2019-03-21,3567.083333333333
2019-03-22,3356.083333333333
2019-03-23,1992.8333333333333
2019-03-24,1718.6666666666667
2019-03-25,3342.5666666666666
2019-03-26,3532.45
2019-03-27,3512.0
2019-03-28,3601.4166666666665
2019-03-29,3364.75
2019-03-30,2048.833333333333
2019-03-31,1818.5833333333333
2019-04-01,3205.1060606060605
2019-04-02,3397.833333333333
2019-04-03,3169.75
2019-04-04,2890.833333333333
2019-04-05,3034.583333333333
2019-04-06,1950.25
2019-04-07,1798.3333333333333
2019-04-08,2857.083333333333
2019-04-09,3514.583333333333
2019-04-10,3369.9166666666665
2019-04-11,3489.0
2019-04-12,3410.25
2019-04-13,1924.25
2019-04-14,1818.5
2019-04-15,2971.9166666666665
2019-04-16,3457.583333333333
2019-04-17,3503.833333333333
2019-04-18,3529.25
2019-04-19,2530.0
2019-04-20,1945.6666666666667
2019-04-21,1806.0
2019-04-22,1811.1666666666663
2019-04-23,3080.0
2019-04-24,3359.083333333333
2019-04-25,3332.4166666666665
2019-04-26,3104.583333333333
2019-04-27,1724.5
2019-04-28,1755.25
2019-04-29,3481.083333333333
2019-04-30,3448.25
2019-05-01,3547.9166666666665
2019-05-02,3526.333333333333
2019-05-03,3465.25
2019-05-04,1929.1666666666667
2019-05-05,1606.5833333333333
2019-05-06,1731.25
2019-05-07,3146.6666666666665
2019-05-08,3015.4166666666665
2019-05-09,3378.2499999999995
2019-05-10,3384.5
2019-05-11,1963.25
2019-05-12,1863.0
2019-05-13,3590.75
2019-05-14,3573.333333333333
2019-05-15,3603.083333333333
2019-05-16,3611.6666666666665
2019-05-17,3349.6666666666665
2019-05-18,1986.6666666666663
2019-05-19,1970.8333333333333
2019-05-20,3388.3
2019-05-21,3584.333333333333
2019-05-22,3546.583333333333
2019-05-23,3633.6666666666665
2019-05-24,3465.25
2019-05-25,2120.1666666666665
2019-05-26,2031.8333333333333
2019-05-27,3169.833333333333
2019-05-28,3462.25
2019-05-29,3356.5
2019-05-30,3543.0
2019-05-31,3326.75
2019-06-01,2128.083333333333
2019-06-02,1677.6666666666667
2019-06-03,1672.9444444444443
2019-06-04,2408.333333333333
2019-06-05,3347.083333333333
2019-06-06,3410.9166666666665
2019-06-07,3385.0
2019-06-08,2064.25
2019-06-09,1742.8333333333333
2019-06-10,3249.25
2019-06-11,3474.9166666666665
2019-06-12,2758.4783937167304
2019-06-13,2757.890649867604
2019-06-14,2757.3029060184763
2019-06-15,2756.7151621693483
2019-06-16,2756.127418320222
2019-06-17,2755.5396744710943
2019-06-18,2754.951930621968
2019-06-19,2754.36418677284
2019-06-20,2753.7764429237122
2019-06-21,2753.188699074586
2019-06-22,2752.600955225458
2019-06-23,2752.013211376332
2019-06-24,2751.425467527204
2019-06-25,2750.837723678078
2019-06-26,2750.24997982895
2019-06-27,2749.662235979822
2019-06-28,2749.074492130696
2019-06-29,2748.486748281568
2019-06-30,2747.899004432442
2019-07-01,4048.9761904761904
2019-07-02,3678.0
2019-07-03,3734.9166666666665
2019-07-04,3691.4166666666665
2019-07-05,3524.1666666666665
2019-07-06,1958.3333333333333
2019-07-07,2016.25
2019-07-08,3314.75
2019-07-09,3698.25
2019-07-10,3566.0
2019-07-11,3627.25
2019-07-12,3585.333333333333
2019-07-13,2012.1666666666667
2019-07-14,2182.25
2019-07-15,3495.583333333333
2019-07-16,3722.4166666666665
2019-07-17,3570.4166666666665
2019-07-18,3724.083333333333
2019-07-19,3372.1666666666665
2019-07-20,2152.6666666666665
2019-07-21,1847.5
2019-07-22,3448.583333333333
2019-07-23,3615.333333333333
2019-07-24,3698.5
2019-07-25,3649.0
2019-07-26,3437.5
2019-07-27,2081.6666666666665
2019-07-28,2102.083333333333
2019-07-29,3213.0
2019-07-30,3358.083333333333
2019-07-31,3579.5
2019-08-01,3531.083333333333
2019-08-02,3323.5
2019-08-03,1905.5
2019-08-04,1533.25
2019-08-05,1714.5833333333333
2019-08-06,3129.5
2019-08-07,3602.25
2019-08-08,3567.25
2019-08-09,3131.25
2019-08-10,2057.083333333333
2019-08-11,1792.8333333333333
2019-08-12,3083.0
2019-08-13,3444.7499999999995
2019-08-14,3532.083333333333
2019-08-15,3448.333333333333
2019-08-16,3149.9166666666665
2019-08-17,1930.25
2019-08-18,1779.75
2019-08-19,3331.583333333333
2019-08-20,3401.583333333333
2019-08-21,3422.583333333333
2019-08-22,3493.1666666666665
2019-08-23,3405.083333333333
2019-08-24,2063.75
2019-08-25,1991.3333333333333
2019-08-26,3494.333333333333
2019-08-27,3623.75
2019-08-28,3624.833333333333
2019-08-29,3587.4166666666665
2019-08-30,3395.6666666666665
2019-08-31,2005.0
2019-09-01,1808.5833333333333
2019-09-02,3244.6666666666665
2019-09-03,3492.333333333333
2019-09-04,3604.333333333333
2019-09-05,3647.6666666666665
2019-09-06,3333.083333333333
2019-09-07,2032.0
2019-09-08,1617.75
2019-09-09,3190.583333333333
2019-09-10,3625.1666666666665
2019-09-11,3428.583333333333
2019-09-12,3717.9166666666665
2019-09-13,3488.1666666666665
2019-09-14,2147.333333333333
2019-09-15,1420.1666666666667
2019-09-16,3073.833333333333
2019-09-17,3579.7833333333333
2019-09-18,3613.333333333333
2019-09-19,3830.1666666666665
2019-09-20,3578.75
2019-09-21,1976.0
2019-09-22,1547.3333333333333
2019-09-23,3215.6666666666665
2019-09-24,3574.4166666666665
2019-09-25,3754.75
2019-09-26,3505.583333333333
2019-09-27,3423.583333333333
2019-09-28,1738.5833333333333
2019-09-29,1702.25
2019-09-30,2873.9166666666665
2019-10-01,3131.9166666666665
2019-10-02,3684.4166666666665
2019-10-03,3476.333333333333
2019-10-04,3032.25
2019-10-05,1651.8333333333333
2019-10-06,1717.5833333333337
2019-10-07,3346.6666666666665
2019-10-08,3616.6666666666665
2019-10-09,3674.083333333333
2019-10-10,3546.083333333333
2019-10-11,3431.0
2019-10-12,1922.5833333333333
2019-10-13,1665.5
2019-10-14,3075.4166666666665
2019-10-15,3501.0
2019-10-16,3646.75
2019-10-17,3474.833333333333
2019-10-18,3416.0
2019-10-19,1803.0833333333333
2019-10-20,1679.8333333333333
2019-10-21,3107.75
2019-10-22,3498.833333333333
2019-10-23,3660.0
2019-10-24,3430.6666666666665
2019-10-25,2998.722222222222
2019-10-26,1919.25
2019-10-27,1600.8333333333337
2019-10-28,1584.4166666666663
2019-10-29,3026.75
2019-10-30,3456.9166666666665
2019-10-31,3159.6666666666665
2019-11-01,3029.75
2019-11-02,1638.0833333333333
2019-11-03,1692.0833333333333
2019-11-04,2736.1666666666665
2019-11-05,3404.1666666666665
2019-11-06,3251.0166666666664
2019-11-07,2735.6666666666665
2019-11-08,3352.0
2019-11-09,1583.75
2019-11-10,1391.6666666666663
2019-11-11,3012.9166666666665
2019-11-12,3360.9166666666665
2019-11-13,2957.4166666666665
2019-11-14,3124.833333333333
2019-11-15,2946.4166666666665
2019-11-16,1828.4166666666667
2019-11-17,1603.25
2019-11-18,3027.272727272727
2019-11-19,3174.136075036075
2019-11-20,3175.771645021645
2019-11-21,2887.0
2019-11-22,2817.083333333333
2019-11-23,1477.4166666666663
2019-11-24,1498.6666666666663
2019-11-25,2841.6666666666665
2019-11-26,2945.083333333333
2019-11-27,3200.583333333333
2019-11-28,3243.9166666666665
2019-11-29,3098.9166666666665
2019-11-30,1805.0
2019-12-01,1473.8333333333333
2019-12-02,3024.6666666666665
2019-12-03,3339.083333333333
2019-12-04,3363.25
2019-12-05,3209.0
2019-12-06,2232.8863636363635
2019-12-07,2085.4242424242425
2019-12-08,1288.7727272727273
2019-12-09,55.66666666666669
2019-12-10,2180.4772727272725
2019-12-11,3989.0757575757575
2019-12-12,2177.5
2019-12-13,2051.431818181818
2019-12-14,2439.0151515151515
2019-12-15,1397.0
2019-12-16,2871.25
2019-12-17,702.989393939394
2019-12-22,1838.6965367965367
2019-12-23,904.0833333333334
2019-12-24,2366.0151515151515
2019-12-25,36.58333333333334
2019-12-30,2018.871212121212
2019-12-31,583.6785714285714
2020-01-01,1232.7880952380951
2020-01-03,3103.831818181818
2020-01-04,73.13888888888891
2020-01-05,1656.642857142857
2020-01-06,31.10000000000001
2020-01-13,3137.869696969697
2020-01-14,1826.7619047619048
2020-01-23,4282.122294372294
2020-01-24,86.41666666666673
2020-01-25,1727.6174603174602
2020-01-27,2392.511111111111
2020-01-28,3279.0
2020-01-29,3365.583333333333
2020-01-30,3370.083333333333
2020-01-31,3144.4166666666665
2020-02-01,1595.25
2020-02-02,1684.5833333333337
2020-02-03,2987.5
2020-02-04,3272.25
2020-02-05,3366.833333333333
2020-02-06,3291.083333333333
2020-02-07,3043.9166666666665
2020-02-08,1742.6666666666667
2020-02-09,1008.8333333333331
2020-02-10,2829.083333333333
2020-02-11,2982.6666666666665
2020-02-12,3151.5
2020-02-13,3320.6666666666665
2020-02-14,3153.1666666666665
2020-02-15,1361.8333333333333
2020-02-16,1380.5
2020-02-17,3101.583333333333
2020-02-18,3068.75
2020-02-19,2950.833333333333
2020-02-20,2980.75
2020-02-21,2908.9166666666665
2020-02-22,1717.5
2020-02-23,1514.75
2020-02-24,2988.25
2020-02-25,3194.5
2020-02-26,3223.1666666666665
2020-02-27,3406.9166666666665
2020-02-28,3036.75
2020-02-29,1369.4166666666667
2020-03-01,1437.1666666666663
2020-03-02,2992.833333333333
2020-03-03,3287.0
2020-03-04,3302.083333333333
2020-03-05,3204.833333333333
2020-03-06,3139.1666666666665
2020-03-07,1584.75
2020-03-08,1459.3333333333333
2020-03-09,2569.9166666666665
2020-03-10,2991.083333333333
2020-03-11,2898.0
2020-03-12,2859.333333333333
2020-03-13,2377.4166666666665
2020-03-14,1339.1666666666663
2020-03-15,1235.0833333333333
2020-03-16,1436.1666666666663
2020-03-17,1064.5833333333333
2020-03-18,1859.6666666666667
2020-03-19,1725.8333333333333
2020-03-20,1588.25
2020-03-21,1068.8333333333333
2020-03-22,1027.5833333333333
2020-03-23,1417.1666666666663
2020-03-24,1344.5833333333333
2020-03-25,1411.25
2020-03-26,1331.9166666666667
2020-03-27,1278.5833333333333
2020-03-28,604.0
2020-03-29,505.75
2020-03-30,808.1666666666666
2020-03-31,809.75
2020-04-01,859.9166666666666
2020-04-02,802.9166666666666
2020-04-03,883.25
2020-04-04,700.0
2020-04-05,591.0833333333334
2020-04-06,893.3333333333333
2020-04-07,922.4166666666666
2020-04-08,947.3333333333331
2020-04-09,926.1666666666666
2020-04-10,866.5833333333334
2020-04-11,936.5
2020-04-12,476.9166666666667
2020-04-13,763.4166666666666
2020-04-14,935.5833333333334
2020-04-15,960.6666666666666
2020-04-16,967.1666666666666
2020-04-17,921.5
2020-04-18,832.0
2020-04-19,830.6666666666666
2020-04-20,968.8333333333331
2020-04-21,999.8333333333331
2020-04-22,949.1666666666666
2020-04-23,1032.3333333333333
2020-04-24,1055.5
2020-04-25,974.75
2020-04-26,830.8333333333334
2020-04-27,1009.9166666666666
2020-04-28,1091.5833333333333
2020-04-29,914.9166666666666
2020-04-30,938.5833333333334
2020-05-01,1059.9166666666663
2020-05-02,1090.4166666666663
2020-05-03,994.8333333333331
2020-05-04,1001.75
2020-05-05,1150.1666666666667
2020-05-06,1120.3333333333333
2020-05-07,1155.4166666666667
2020-05-08,1243.75
2020-05-09,1331.25
2020-05-10,760.0
2020-05-11,1054.0833333333333
2020-05-12,1117.3333333333333
2020-05-13,1105.1666666666663
2020-05-14,1231.75
2020-05-15,1229.5
2020-05-16,1182.9166666666663
2020-05-17,1206.6666666666667
2020-05-18,1135.75
2020-05-19,1420.0
2020-05-20,1604.4166666666667
2020-05-21,1364.3333333333333
2020-05-22,1206.8333333333333
2020-05-23,1170.25
2020-05-24,1413.5833333333333
2020-05-25,1425.5833333333333
2020-05-26,1503.5833333333333
2020-05-27,1541.9166666666667
2020-05-28,1651.5
2020-05-29,1692.3333333333333
2020-05-30,1606.3333333333333
2020-05-31,1472.4166666666663
2020-06-01,1518.4166666666663
2020-06-02,1579.8333333333333
2020-06-03,1369.4166666666663
2020-06-04,1432.0833333333333
2020-06-05,1300.0
2020-06-06,1130.3333333333333
2020-06-07,1136.5
2020-06-08,1565.1666666666667
2020-06-09,1414.3333333333333
2020-06-10,1514.0833333333333
2020-06-11,1335.8333333333333
2020-06-12,1465.5833333333333
2020-06-13,1272.5
2020-06-14,1142.9166666666663
2020-06-15,1800.6666666666663
2020-06-16,1656.1666666666663
2020-06-17,1502.0
2020-06-18,1526.1666666666663
2020-06-19,1562.1666666666663
2020-06-20,1452.6666666666663
2020-06-21,1198.1666666666667
2020-06-22,1526.3333333333333
2020-06-23,1647.3333333333333
2020-06-24,1784.6666666666663
2020-06-25,1836.9166666666663
2020-06-26,1743.0
2020-06-27,1102.0
2020-06-28,933.5833333333334
2020-06-29,1587.3333333333333
2020-06-30,1666.5833333333337
2020-07-01,1540.5833333333333
2020-07-02,1836.25
2020-07-03,1791.0
2020-07-04,1743.4166666666663
2020-07-05,1269.1666666666667
2020-07-06,1835.3333333333333
2020-07-07,1349.25
2020-07-08,1463.0833333333333
2020-07-09,1748.25
2020-07-10,1839.9166666666663
2020-07-11,1563.0
2020-07-12,1390.4166666666663
2020-07-13,1760.3333333333333
2020-07-14,1714.0833333333333
2020-07-15,1943.8333333333333
2020-07-16,1855.3333333333333
2020-07-17,1883.0
2020-07-18,1522.0
2020-07-19,1501.6666666666667
2020-07-20,1867.9166666666663
2020-07-21,1923.0833333333333
2020-07-22,1934.5
2020-07-23,1874.8333333333333
2020-07-24,1826.4166666666663
2020-07-25,1502.5833333333333
2020-07-26,1383.5833333333333
2020-07-27,1683.9166666666667
2020-07-28,1813.0833333333333
2020-07-29,1889.8333333333333
2020-07-30,1876.0
2020-07-31,1895.4166666666667
2020-08-01,1471.75
2020-08-02,1329.25
2020-08-03,1327.75
2020-08-04,1774.7142857142856
2020-08-05,1857.8333333333333
2020-08-06,1977.6666666666667
2020-08-07,1977.0
2020-08-08,1729.8333333333333
2020-08-09,1445.3333333333333
2020-08-10,1751.0833333333333
2020-08-11,1952.25
2020-08-12,1959.8333333333333
2020-08-13,2008.25
2020-08-14,1969.75
2020-08-15,1697.1666666666663
2020-08-16,1417.25
2020-08-17,1453.5
2020-08-18,1704.9166666666663
2020-08-19,1625.0833333333333
2020-08-20,1764.8333333333333
2020-08-21,1846.8333333333333
2020-08-22,1523.3333333333333
2020-08-23,1424.5833333333333
2020-08-24,1831.4166666666667
2020-08-25,1541.25
2020-08-26,2027.4166666666663
2020-08-27,1849.5833333333333
2020-08-28,1677.75
2020-08-29,1604.6666666666667
2020-08-30,1465.6666666666667
2020-08-31,1820.9166666666663
2020-09-01,1996.9166666666663
2020-09-02,1646.9166666666667
2020-09-03,2017.0833333333333
2020-09-04,1905.8333333333333
2020-09-05,1585.25
2020-09-06,1410.5833333333333
2020-09-07,1837.25
2020-09-08,1998.5833333333333
2020-09-09,2068.0
2020-09-10,2064.9166666666665
2020-09-11,1880.1666666666667
2020-09-12,1624.8333333333333
2020-09-13,1494.4166666666663
2020-09-14,2008.6666666666663
2020-09-15,1994.6666666666663
2020-09-16,2068.4166666666665
2020-09-17,2187.833333333333
2020-09-18,2062.75
2020-09-19,1550.6666666666663
2020-09-20,1361.8333333333333
2020-09-21,2022.0
2020-09-22,1954.4166666666663
2020-09-23,1994.5833333333333
2020-09-24,1639.0
2020-09-25,1885.8333333333333
2020-09-26,1529.4166666666667
2020-09-27,1514.25
2020-09-28,1888.6666666666663
2020-09-29,2026.25
2020-09-30,1631.0
2020-10-01,1836.0
2020-10-02,1978.5833333333333
2020-10-03,1440.4999999999998
2020-10-04,865.8333333333333
2020-10-05,1795.0
2020-10-06,1791.25
2020-10-07,1829.75
2020-10-08,1932.0833333333333
2020-10-09,1889.5
2020-10-10,1459.3333333333333
2020-10-11,1335.9166666666667
2020-10-12,1870.9166666666663
2020-10-13,1933.25
2020-10-14,1881.1666666666663
2020-10-15,1805.4166666666663
2020-10-16,1944.8333333333333
2020-10-17,1510.75
2020-10-18,1417.3333333333333
2020-10-19,1710.0
2020-10-20,1847.1666666666663
2020-10-21,1921.5833333333333
2020-10-22,1653.6666666666663
2020-10-23,1510.75
2020-10-24,1225.1666666666663
2020-10-25,1207.75
2020-10-26,1067.3333333333333
2020-10-27,1472.6666666666663
2020-10-28,1517.8333333333333
2020-10-29,1381.1666666666667
2020-10-30,1529.3333333333333
2020-10-31,1137.5
2020-11-01,855.0
2020-11-02,1438.1666666666663
2020-11-03,1553.9166666666663
2020-11-04,1540.1666666666663
2020-11-05,1551.75
2020-11-06,1551.25
2020-11-07,1272.5833333333333
2020-11-08,1121.3333333333333
2020-11-09,1479.3333333333333
2020-11-10,1547.4166666666667
2020-11-11,1377.8333333333333
2020-11-12,1573.9166666666663
2020-11-13,1595.5833333333333
2020-11-14,1166.9166666666663
2020-11-15,898.4166666666666
2020-11-16,1490.0833333333333
2020-11-17,1633.9166666666663
2020-11-18,1452.9166666666663
2020-11-19,1607.5833333333333
2020-11-20,1446.8333333333333
2020-11-21,1212.6666666666663
2020-11-22,1084.6666666666663
2020-11-23,1567.9166666666663
2020-11-24,1555.9166666666663
2020-11-25,1641.1666666666667
2020-11-26,1599.4166666666663
2020-11-27,1611.8333333333333
2020-11-28,1169.75
2020-11-29,1085.4166666666667
2020-11-30,1485.0833333333333
2020-12-01,1747.8333333333333
2020-12-02,1778.5833333333333
2020-12-03,1767.0833333333333
2020-12-04,1625.4166666666663
2020-12-05,1392.5833333333333
2020-12-06,1129.5833333333333
2020-12-07,1577.1666666666663
2020-12-08,1780.4166666666663
2020-12-09,1597.0833333333333
2020-12-10,1726.5
2020-12-11,1788.0
2020-12-12,1451.9166666666663
2020-12-13,1171.0
2020-12-14,1762.7499999999998
2020-12-15,1768.0833333333333
2020-12-16,1694.3333333333333
2020-12-17,1750.1666666666663
2020-12-18,1686.5
2020-12-19,1311.3333333333333
2020-12-20,1157.5
2020-12-21,1485.0833333333333
2020-12-22,1595.3333333333333
2020-12-23,1300.6666666666663
2020-12-24,1221.5
2020-12-25,434.25
2020-12-26,462.25
2020-12-27,777.3333333333334
2020-12-28,875.8333333333333
2020-12-29,1096.6666666666667
2020-12-30,1053.25
2020-12-31,933.0
2021-01-01,636.0
2021-01-02,750.25
2021-01-03,700.9166666666666
2021-01-04,1136.1666666666667
2021-01-05,1183.0
2021-01-06,1067.0
2021-01-07,1058.8333333333333
2021-01-08,996.5833333333334
2021-01-09,942.0
2021-01-10,726.1666666666666
2021-01-11,916.0
2021-01-12,896.3333333333334
2021-01-13,922.4166666666666
2021-01-14,1004.9166666666666
2021-01-15,1030.3333333333333
2021-01-16,669.3333333333333
2021-01-17,1559.25
2021-01-18,946.75
2021-01-19,1001.95
2021-01-20,1068.2833333333333
2021-01-21,1142.8787878787878
2021-01-22,1103.875
2021-01-23,965.6666666666666
2021-01-24,732.25
2021-01-25,966.4632034632036
2021-01-26,1022.25
2021-01-27,1103.9166666666667
2021-01-28,1147.8560606060605
2021-01-29,1150.9761904761904
2021-01-30,643.8333333333334
2021-01-31,664.75
2021-02-01,1047.5
2021-02-02,1128.9166666666667
2021-02-03,1158.357323232323
2021-02-04,1221.5075757575758
2021-02-05,1146.330303030303
2021-02-06,900.5
2021-02-07,779.9166666666666
2021-02-08,1060.8131313131314
2021-02-09,1006.9545454545454
2021-02-10,933.6166666666668
2021-02-11,1020.8738095238097
2021-02-12,1120.625
2021-02-13,886.1666666666666
2021-02-14,705.0
2021-02-15,1130.9583333333333
2021-02-16,1264.3560606060605
2021-02-17,1046.4766233766234
2021-02-18,1185.8055555555554
2021-02-19,1087.2583333333332
2021-02-20,856.6666666666666
2021-02-21,1126.0
2021-02-22,1167.0454545454545
2021-02-23,957.5833333333331
2021-02-24,1177.737121212121
2021-02-25,1259.9166666666667
2021-02-26,1265.7273809523808
2021-02-27,1209.9166666666663
2021-02-28,1268.25
2021-03-01,1167.9128787878788
2021-03-02,1202.030303030303
2021-03-03,1321.7857142857142
2021-03-04,1158.3277777777778
2021-03-05,1192.521212121212
2021-03-06,1277.6666666666667
2021-03-07,1176.1666666666663
2021-03-08,1280.1666666666663
2021-03-09,1277.0
2021-03-10,1093.0
2021-03-11,1182.4166666666667
2021-03-12,1262.1666666666663
2021-03-13,1073.3333333333333
2021-03-14,916.8333333333334
2021-03-15,1292.75
2021-03-16,1410.4166666666663
2021-03-17,1291.5833333333333
2021-03-18,1415.6666666666663
2021-03-19,1449.6666666666663
2021-03-20,1265.9166666666663
2021-03-21,1145.5
2021-03-22,1266.5833333333333
2021-03-23,1284.8333333333333
2021-03-24,1289.9166666666663
2021-03-25,1303.5
2021-03-26,1170.5
2021-03-27,1035.8333333333333
2021-03-28,1517.0
2021-03-29,1326.4166666666667
2021-03-30,1870.3333333333333
2021-03-31,1465.5
2021-04-01,1399.5833333333333
2021-04-02,1500.75
2021-04-03,1440.75
2021-04-04,1209.4166666666663
2021-04-05,1015.6666666666666
